"DOCKEY","DOCNO","DOCTYPE","DOCDATE","POSTDATE","TAXDATE","DESCRIPTION","DESCRIPTION2","PAYMENTMETHOD","AREA","AGENT","PROJECT","JOURNAL","CHEQUENUMBER","CURRENCYCODE","CURRENCYRATE","BANKCHARGE","BANKCHARGEACCOUNT","DOCAMT","LOCALDOCAMT","FROMDOCTYPE","BOUNCEDDATE","GLTRANSID","CANCELLED","DEPOSITKEY","UPDATECOUNT","PRINTCOUNT","ATTACHMENTS","NOTE"
14603,CS-02531,OR,2015-04-08,2015-04-08,2015-04-08,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,4.00,4.00,PM,,9768,F,,,0,,
14606,CS-02532,OR,2015-04-09,2015-04-09,2015-04-09,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,3.00,3.00,PM,,9773,F,,,0,,
14609,CS-02533,OR,2015-04-09,2015-04-09,2015-04-09,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,8.00,8.00,PM,,9775,F,,,0,,
14612,CS-02534,OR,2015-04-09,2015-04-09,2015-04-09,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,35.00,35.00,PM,,9779,F,,,0,,
14615,CS-02535,OR,2015-04-09,2015-04-09,2015-04-09,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,50.00,50.00,PM,,9783,F,,,0,,
14618,CS-02536,OR,2015-04-09,2015-04-09,2015-04-09,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,199.90,199.90,PM,,9788,F,,,0,,
14621,PV-00993,PV,2015-04-09,2015-04-09,2015-04-09,FUJIYAMA MARKETING SDN BHD,Payment For Account,"310-000",KL,NAI,----,BANK,PBB-278776,----,1.00000000,0.00,,2125.00,2125.00,SP,,9790,F,,,1,,
14623,CS-02537,OR,2015-04-09,2015-04-09,2015-04-09,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,4.00,4.00,PM,,9791,F,,,0,,
14626,CS-02538,OR,2015-04-09,2015-04-09,2015-04-09,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,1.00,1.00,PM,,9793,F,,,0,,
14629,CS-02539,OR,2015-04-09,2015-04-09,2015-04-09,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,16.00,16.00,PM,,9795,F,,,0,,
14632,CS-02540,OR,2015-04-09,2015-04-09,2015-04-09,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,5.50,5.50,PM,,9797,F,,,0,,
14635,CS-02541,OR,2015-04-09,2015-04-09,2015-04-09,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,12.00,12.00,PM,,9799,F,,,0,,
14638,CS-02542,OR,2015-04-09,2015-04-09,2015-04-09,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,26.00,26.00,PM,,9801,F,,,0,,
14641,CS-02543,OR,2015-04-09,2015-04-09,2015-04-09,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,340.00,340.00,PM,,9803,F,,,0,,
14644,CS-02544,OR,2015-04-09,2015-04-09,2015-04-09,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,625.00,625.00,PM,,9805,F,,,0,,
14647,OR-00277,OR,2015-04-09,2015-04-09,2015-04-09,YAP CHEE KEAN CONSTRUCTION,Payment For Account,"310-000",KL,NAI,----,BANK,"46174729002268499",----,1.00000000,29.11,"902-000",1716.00,1716.00,PM,,9808,F,,,1,,
14649,CS-02545,OR,2015-04-10,2015-04-10,2015-04-10,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,148.40,148.40,PM,,9809,F,,,0,,
14652,CS-02546,OR,2015-04-10,2015-04-10,2015-04-10,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,90.10,90.10,PM,,9811,F,,,0,,
14655,CS-02547,OR,2015-04-10,2015-04-10,2015-04-10,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,50.00,50.00,PM,,9813,F,,,0,,
14658,CS-02548,OR,2015-04-10,2015-04-10,2015-04-10,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,55.00,55.00,PM,,9816,F,,,0,,
14661,CS-02549,OR,2015-04-10,2015-04-10,2015-04-10,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,38.00,38.00,PM,,9818,F,,,0,,
14664,CS-02550,OR,2015-04-10,2015-04-10,2015-04-10,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,50.00,50.00,PM,,9821,F,,,0,,
14667,CS-02551,OR,2015-04-10,2015-04-10,2015-04-10,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,19.00,19.00,PM,,9823,F,,,0,,
14670,CS-02552,OR,2015-04-10,2015-04-10,2015-04-10,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,260.00,260.00,PM,,9825,F,,,0,,
14673,CS-02553,OR,2015-04-10,2015-04-10,2015-04-10,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,317.00,317.00,PM,,9827,F,,,0,,
14676,CS-02554,OR,2015-04-10,2015-04-10,2015-04-10,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,3.00,3.00,PM,,9829,F,,,0,,
14679,CS-02555,OR,2015-04-10,2015-04-10,2015-04-10,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,40.00,40.00,PM,,9832,F,,,0,,
14682,CS-02556,OR,2015-04-10,2015-04-10,2015-04-10,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,6.00,6.00,PM,,9834,F,,,0,,
14685,CS-02557,OR,2015-04-10,2015-04-10,2015-04-10,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,26.00,26.00,PM,,9836,F,,,0,,
14688,CS-02558,OR,2015-04-10,2015-04-10,2015-04-10,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,12.00,12.00,PM,,9838,F,,,0,,
14691,CS-02559,OR,2015-04-10,2015-04-10,2015-04-10,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,1025.00,1025.00,PM,,9840,F,,,0,,
14694,CS-02560,OR,2015-04-10,2015-04-10,2015-04-10,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,8.00,8.00,PM,,9842,F,,,0,,
14697,CS-02561,OR,2015-04-10,2015-04-10,2015-04-10,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,5.00,5.00,PM,,9846,F,,,0,,
14701,CS-02562,OR,2015-04-10,2015-04-10,2015-04-10,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,10.00,10.00,PM,,9851,F,,,0,,
14704,CS-02563,OR,2015-04-10,2015-04-10,2015-04-10,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,10.00,10.00,PM,,9853,F,,,0,,
14707,CS-02564,OR,2015-04-10,2015-04-10,2015-04-10,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,13.00,13.00,PM,,9855,F,,,0,,
14710,CS-02565,OR,2015-04-10,2015-04-10,2015-04-10,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,6.00,6.00,PM,,9857,F,,,0,,
14713,OR-00278,OR,2015-04-11,2015-04-11,2015-04-11,ESTINWILL SDN BHD,Payment For Account,"310-000",SLG,NAI,----,BANK,CASH,----,1.00000000,0.00,,380.00,380.00,PM,,9862,F,,,1,,
14715,CS-02566,OR,2015-04-11,2015-04-11,2015-04-11,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,26.00,26.00,PM,,9863,F,,,0,,
14718,CS-02567,OR,2015-04-11,2015-04-11,2015-04-11,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,50.00,50.00,PM,,9866,F,,,0,,
14721,CS-02568,OR,2015-04-11,2015-04-11,2015-04-11,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,265.00,265.00,PM,,9869,F,,,0,,
14724,CS-02569,OR,2015-04-11,2015-04-11,2015-04-11,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,61.90,61.90,PM,,9871,F,,,0,,
14727,CS-02570,OR,2015-04-11,2015-04-11,2015-04-11,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,27.00,27.00,PM,,9874,F,,,0,,
14730,CS-02571,OR,2015-04-11,2015-04-11,2015-04-11,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,40.00,40.00,PM,,9876,F,,,0,,
14733,CS-02572,OR,2015-04-11,2015-04-11,2015-04-11,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,78.00,78.00,PM,,9878,F,,,0,,
14736,CS-02573,OR,2015-04-11,2015-04-11,2015-04-11,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,55.00,55.00,PM,,9880,F,,,0,,
14739,CS-02574,OR,2015-04-12,2015-04-12,2015-04-12,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,14.00,14.00,PM,,9882,F,,,0,,
14742,CS-02575,OR,2015-04-12,2015-04-12,2015-04-12,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,8.00,8.00,PM,,9884,F,,,0,,
14745,CS-02576,OR,2015-04-12,2015-04-12,2015-04-12,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,40.00,40.00,PM,,9886,F,,,0,,
14748,CS-02577,OR,2015-04-12,2015-04-12,2015-04-12,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,30.00,30.00,PM,,9888,F,,,0,,
14751,CS-02578,OR,2015-04-12,2015-04-12,2015-04-12,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,724.00,724.00,PM,,9890,F,,,0,,
14754,CS-02579,OR,2015-04-12,2015-04-12,2015-04-12,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,5.00,5.00,PM,,9892,F,,,0,,
14757,CS-02580,OR,2015-04-12,2015-04-12,2015-04-12,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,14.00,14.00,PM,,9894,F,,,0,,
14760,CS-02581,OR,2015-04-12,2015-04-12,2015-04-12,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,10.00,10.00,PM,,9896,F,,,0,,
14763,CS-02582,OR,2015-04-13,2015-04-13,2015-04-13,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"5523-0216-4026-3656",----,1.00000000,0.00,,1500.00,1500.00,PM,,9898,F,,,0,,
14766,CS-02583,OR,2015-04-13,2015-04-13,2015-04-13,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,375.00,375.00,PM,,9900,F,,,0,,
14769,CS-02584,OR,2015-04-13,2015-04-13,2015-04-13,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,30.00,30.00,PM,,9902,F,,,0,,
14772,CS-02585,OR,2015-04-13,2015-04-13,2015-04-13,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,16.50,16.50,PM,,9904,F,,,0,,
14775,CS-02586,OR,2015-04-13,2015-04-13,2015-04-13,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,6.00,6.00,PM,,9907,F,,,0,,
14778,CS-02587,OR,2015-04-13,2015-04-13,2015-04-13,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,8.00,8.00,PM,,9909,F,,,0,,
14781,PV-00994,PV,2015-04-13,2015-04-13,2015-04-13,GL BOSUN DIAMOND TOOLS (M) SDN BHD,Payment For Account,"310-000",JH,NAI,----,BANK,PBB-278778,----,1.00000000,0.00,,1782.00,1782.00,SP,,9911,F,,,1,,
14783,CS-02588,OR,2015-04-13,2015-04-13,2015-04-13,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,155.00,155.00,PM,,9912,F,,,0,,
14786,PV-00995,PV,2015-04-13,2015-04-13,2015-04-13,PUBLIC BANK BERHAD,,"310-000",KL,NAI,----,BANK,CASH,----,1.00000000,0.00,,1020.80,1020.80,,,9914,F,,,1,,
14797,PV-00996,PV,2015-04-13,2015-04-13,2015-04-13,PUBLIC BANK BERHAD,,"310-000",KL,NAI,----,BANK,CASH,----,1.00000000,0.00,,1325.40,1325.40,,,9915,F,,,1,,
14811,CS-02589,OR,2015-04-13,2015-04-13,2015-04-13,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,38.50,38.50,PM,,9916,F,,,0,,
14814,CS-02590,OR,2015-04-13,2015-04-13,2015-04-13,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,10.00,10.00,PM,,9918,F,,,0,,
14817,CS-02591,OR,2015-04-13,2015-04-13,2015-04-13,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,40.00,40.00,PM,,9920,F,,,0,,
14820,CS-02592,OR,2015-04-13,2015-04-13,2015-04-13,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,2.00,2.00,PM,,9922,F,,,0,,
14823,CS-02593,OR,2015-04-13,2015-04-13,2015-04-13,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,80.00,80.00,PM,,9924,F,,,0,,
14826,CS-02594,OR,2015-04-13,2015-04-13,2015-04-13,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,750.00,750.00,PM,,9926,F,,,0,,
14829,PV-00997,PV,2015-04-13,2015-04-13,2015-04-13,PUBLIC BANK BERHAD,,"310-000",KL,NAI,----,BANK,CASH,----,1.00000000,0.00,,2191.50,2191.50,,,9928,F,,,1,,
14851,CS-02595,OR,2015-04-13,2015-04-13,2015-04-13,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,12.00,12.00,PM,,9929,F,,,0,,
14854,CS-02596,OR,2015-04-13,2015-04-13,2015-04-13,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,380.00,380.00,PM,,9931,F,,,0,,
14857,CS-02597,OR,2015-04-13,2015-04-13,2015-04-13,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,15.00,15.00,PM,,9933,F,,,0,,
14860,CS-02598,OR,2015-04-13,2015-04-13,2015-04-13,VINSTECH ENGINEERING SDN. BHD.,Payment For Account,"320-000",KL,HON,----,CASH,"",----,1.00000000,0.00,,300.00,300.00,PM,,9935,F,,,0,,
14863,CS-02599,OR,2015-04-13,2015-04-13,2015-04-13,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,95.40,95.40,PM,,9937,F,,,0,,
14866,CS-02600,OR,2015-04-13,2015-04-13,2015-04-13,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,45.00,45.00,PM,,9939,F,,,0,,
14869,PV-00998,PV,2015-04-13,2015-04-13,2015-04-13,PUBLIC BANK BERHAD,,"310-000",KL,NAI,----,BANK,CASH,----,1.00000000,0.00,,602.90,602.90,,,9941,F,,,1,,
14878,PV-00999,PV,2015-04-13,2015-04-13,2015-04-13,PUBLIC BANK BERHAD,,"310-000",KL,NAI,----,BANK,CASH,----,1.00000000,0.00,,845.00,845.00,,,9942,F,,,1,,
14887,CS-02601,OR,2015-04-13,2015-04-13,2015-04-13,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,10.00,10.00,PM,,9943,F,,,0,,
14890,PV-01000,PV,2015-04-13,2015-04-13,2015-04-13,PUBLIC BANK BERHAD,,"310-000",KL,NAI,----,BANK,CASH,----,1.00000000,0.00,,2401.40,2401.40,,,9945,F,,,1,,
14910,PV-01001,PV,2015-04-13,2015-04-13,2015-04-13,HENING TRADING SDN. BHD.,Payment For Account,"310-000",KL,NAI,----,BANK,PBB-278779,----,1.00000000,0.00,,8829.50,8829.50,SP,,9946,F,,,3,,
14912,CS-02602,OR,2015-04-13,2015-04-13,2015-04-13,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,8.00,8.00,PM,,9947,F,,,0,,
14915,CS-02603,OR,2015-04-13,2015-04-13,2015-04-13,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,25.00,25.00,PM,,9950,F,,,0,,
14918,OR-00279,OR,2015-04-13,2015-04-13,2015-04-13,NIKOJATI SDN BHD,Payment For Account,"310-000",SLG,NAI,----,BANK,"4384-2130-0371-8050",----,1.00000000,40.16,"902-000",868.00,868.00,PM,,9953,F,,,1,,
14920,CS-02604,OR,2015-04-14,2015-04-14,2015-04-14,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"4249-4321-0002-1177",----,1.00000000,0.00,,83.00,83.00,PM,,9954,F,,,0,,
14923,CS-02605,OR,2015-04-14,2015-04-14,2015-04-14,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,14.00,14.00,PM,,9956,F,,,0,,
14926,CS-02606,OR,2015-04-14,2015-04-14,2015-04-14,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,29.80,29.80,PM,,9958,F,,,0,,
14929,CS-02607,OR,2015-04-14,2015-04-14,2015-04-14,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,47.50,47.50,PM,,9960,F,,,0,,
14932,CS-02608,OR,2015-04-14,2015-04-14,2015-04-14,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,45.00,45.00,PM,,9962,F,,,0,,
14935,CS-02609,OR,2015-04-14,2015-04-14,2015-04-14,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,14.00,14.00,PM,,9964,F,,,0,,
14940,PV-01002,PV,2015-04-14,2015-04-14,2015-04-14,YIE HONG SDN BHD,Payment For Account,"310-000",KL,NAI,----,BANK,PBB-278780,----,1.00000000,0.00,,1076.65,1076.65,SP,,9966,F,,,1,,
14942,CS-02610,OR,2015-04-14,2015-04-14,2015-04-14,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,60.00,60.00,PM,,9967,F,,,0,,
14945,CS-02611,OR,2015-04-14,2015-04-14,2015-04-14,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,78.00,78.00,PM,,9969,F,,,0,,
14948,CS-02612,OR,2015-04-14,2015-04-14,2015-04-14,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,4.40,4.40,PM,,9971,F,,,0,,
14951,CS-02613,OR,2015-04-14,2015-04-14,2015-04-14,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,35.00,35.00,PM,,9973,F,,,0,,
14954,CS-02614,OR,2015-04-14,2015-04-14,2015-04-14,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,59.00,59.00,PM,,9975,F,,,0,,
14957,CS-02615,OR,2015-04-14,2015-04-14,2015-04-14,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,25.00,25.00,PM,,9977,F,,,0,,
14960,PV-01003,PV,2015-04-30,2015-04-30,2015-04-30,FUTT KONG MARKETING SDN BHD,Payment For Account,"310-000",SLG,NAI,----,BANK,PBB-278781,----,1.00000000,0.00,,663.75,663.75,SP,,9979,F,,,1,,
14962,CS-02616,OR,2015-04-14,2015-04-14,2015-04-14,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,4.00,4.00,PM,,9984,F,,,0,,
14965,CS-02617,OR,2015-04-14,2015-04-14,2015-04-14,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,10.00,10.00,PM,,9986,F,,,0,,
14968,CS-02618,OR,2015-04-14,2015-04-14,2015-04-14,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,13.00,13.00,PM,,9988,F,,,0,,
14971,CS-02619,OR,2015-04-15,2015-04-15,2015-04-15,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,9.00,9.00,PM,,9990,F,,,0,,
14974,CS-02620,OR,2015-04-15,2015-04-15,2015-04-15,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,12.50,12.50,PM,,9992,F,,,0,,
14977,CS-02621,OR,2015-04-15,2015-04-15,2015-04-15,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,15.00,15.00,PM,,9995,F,,,0,,
14980,CS-02622,OR,2015-04-15,2015-04-15,2015-04-15,YAP CHEE KEAN CONSTRUCTION,Payment For Account,"320-000",KL,NAI,----,CASH,"",----,1.00000000,0.00,,88.00,88.00,PM,,9997,F,,,0,,
14983,CS-02623,OR,2015-04-15,2015-04-15,2015-04-15,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,45.00,45.00,PM,,9999,F,,,0,,
14986,CS-02624,OR,2015-04-15,2015-04-15,2015-04-15,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,340.00,340.00,PM,,10001,F,,,0,,
14989,CS-02625,OR,2015-04-15,2015-04-15,2015-04-15,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,33.00,33.00,PM,,10003,F,,,0,,
14992,CS-02626,OR,2015-04-15,2015-04-15,2015-04-15,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,10.00,10.00,PM,,10005,F,,,0,,
14995,CS-02627,OR,2015-04-15,2015-04-15,2015-04-15,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,36.00,36.00,PM,,10007,F,,,0,,
14998,CS-02628,OR,2015-04-15,2015-04-15,2015-04-15,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,12.80,12.80,PM,,10009,F,,,0,,
15001,CS-02629,OR,2015-04-15,2015-04-15,2015-04-15,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,5.00,5.00,PM,,10011,F,,,0,,
15004,CS-02630,OR,2015-04-15,2015-04-15,2015-04-15,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,200.00,200.00,PM,,10015,F,,,0,,
15007,PV-01004,PV,2015-04-15,2015-04-15,2015-04-15,AMAX HARDWARE & MACHINERY SDN BHD,Payment For Account,"310-000",SLG,NAI,----,BANK,PBB-278782,----,1.00000000,0.00,,2292.00,2292.00,SP,,10017,F,,,1,,
15009,CS-02631,OR,2015-04-15,2015-04-15,2015-04-15,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,850.00,850.00,PM,,10020,F,,,0,,
15012,CS-02632,OR,2015-04-15,2015-04-15,2015-04-15,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,350.00,350.00,PM,,10023,F,,,0,,
15015,CS-02633,OR,2015-04-15,2015-04-15,2015-04-15,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,23.00,23.00,PM,,10025,F,,,0,,
15018,CS-02634,OR,2015-04-15,2015-04-15,2015-04-15,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,10.50,10.50,PM,,10027,F,,,0,,
15021,CS-02635,OR,2015-04-15,2015-04-15,2015-04-15,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,130.00,130.00,PM,,10029,F,,,0,,
15024,OR-00280,OR,2015-04-16,2015-04-16,2015-04-16,LINGKARAN MUHIBBAH SDN. BHD.,Payment For Account,"310-000",KL,NAI,----,BANK,CASH,----,1.00000000,0.00,,363.00,363.00,PM,,10033,F,,,1,,
15026,CS-02636,OR,2015-04-16,2015-04-16,2015-04-16,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,2.00,2.00,PM,,10034,F,,,0,,
15029,CS-02637,OR,2015-04-16,2015-04-16,2015-04-16,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,48.00,48.00,PM,,10038,F,,,0,,
15032,CS-02638,OR,2015-04-16,2015-04-16,2015-04-16,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,24.00,24.00,PM,,10040,F,,,0,,
15035,CS-02639,OR,2015-04-16,2015-04-16,2015-04-16,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,105.00,105.00,PM,,10042,F,,,0,,
15040,CS-02640,OR,2015-04-16,2015-04-16,2015-04-16,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,50.00,50.00,PM,,10044,F,,,0,,
15043,CS-02641,OR,2015-04-16,2015-04-16,2015-04-16,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,75.00,75.00,PM,,10046,F,,,0,,
15046,CS-02642,OR,2015-04-16,2015-04-16,2015-04-16,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,430.00,430.00,PM,,10048,F,,,0,,
15049,PV-01005,PV,2015-04-16,2015-04-16,2015-04-16,PUBLIC BANK BERHAD,,"310-000",KL,NAI,----,BANK,CASH,----,1.00000000,0.00,,438.70,438.70,,,10052,F,,,1,,
15064,PV-01006,PV,2015-04-16,2015-04-16,2015-04-16,PUBLIC BANK BERHAD,,"310-000",KL,NAI,----,BANK,CASH,----,1.00000000,0.00,,2169.80,2169.80,,,10053,F,,,1,,
15082,CS-02643,OR,2015-04-16,2015-04-16,2015-04-16,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,1100.00,1100.00,PM,,10054,F,,,0,,
15085,CS-02644,OR,2015-04-16,2015-04-16,2015-04-16,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,20.00,20.00,PM,,10056,F,,,0,,
15088,OR-00281,OR,2015-04-16,2015-04-16,2015-04-16,FU SAN PLUMBING WORKS SDN BHD,Payment For Account,"310-000",KL,NAI,----,BANK,ALB-286120,----,1.00000000,0.00,,2780.00,2780.00,PM,,10058,F,,,1,,
15090,OR-00282,OR,2015-04-16,2015-04-16,2015-04-16,TEC-PLUS ENGINEERING SDN BHD,Payment For Account,"310-000",KL,NAI,----,BANK,ALB-004168,----,1.00000000,0.00,,80.00,80.00,PM,,10059,F,,,1,,
15092,OR-00283,OR,2015-04-16,2015-04-16,2015-04-16,VINSTECH ENGINEERING SDN. BHD.,Payment For Account,"310-000",KL,NAI,----,BANK,ALB-000084,----,1.00000000,0.00,,402.00,402.00,PM,,10060,F,,,1,,
